,company_name,rating,reviews,salaries,jobs,location,size,industry,description
54,METRO Cash & Carry,3.8,"{'url': '/Reviews/METRO-Cash-and-Carry-Reviews-E686429.htm', 'count': '866'}","{'url': '/Salary/METRO-Cash-and-Carry-Salaries-E686429.htm', 'count': '8'}","{'url': '/Jobs/METRO-Cash-and-Carry-Jobs-E686429.htm', 'count': '113'}",Saarland,10000+ Employees,Other Retail Stores,"METRO Cash & Carry pioneered the self-service business-to-business wholesale concept. Our dynamic business model adapts seamlessly to the most demanding markets. Headquartered in Dusseldorf, Germany, METRO Cash & Carry is the largest sales division of the € 67.3 Billion METRO Group, one of the world’s leading international trading and retail companies.

METRO’s success story began over 4 decades ago in 1964, with the opening of its first wholesale distribution centre in Germany. Today, the company is a leading player in almost every market it operates in, with around 700 wholesale centres across 30 countries.

"
55,Media Markt,3.2,"{'url': '/Reviews/Media-Markt-Reviews-E433563.htm', 'count': '880'}","{'url': '/Salary/Media-Markt-Salaries-E433563.htm', 'count': '14'}","{'url': '/Jobs/Media-Markt-Jobs-E433563.htm', 'count': '2K'}",Saarland,10000+ Employees,Consumer Electronics & Appliances Stores,"More than 750 stores with sales floors measuring up to 10,000 square meters in 14 countries around the globe are what makes Media Markt Europe’s undisputed Number One consumer electronics retailer. For over 30 years, Media Markt has been synonymous with innovation, uncompromising customer orientation and a comprehensive range of customer and after-sales services. 
"
56,HerzEngel Pflegezentrum,4.0,"{'url': '/Reviews/HerzEngel-Pflegezentrum-Reviews-E4840200.htm', 'count': '1'}","{'url': '/Salary/HerzEngel-Pflegezentrum-Salaries-E4840200.htm', 'count': '--'}","{'url': '/Jobs/HerzEngel-Pflegezentrum-Jobs-E4840200.htm', 'count': '--'}",Saarland,51 to 200 Employees,N/A,
57,Merck,4.2,"{'url': '/Reviews/Merck-Reviews-E438.htm', 'count': '6.2K'}","{'url': '/Salary/Merck-Salaries-E438.htm', 'count': '9.5K'}","{'url': '/Jobs/Merck-Jobs-E438.htm', 'count': '301'}",Saarland,10000+ Employees,Biotech & Pharmaceuticals,"At Merck, known as MSD outside of the United States and Canada, we are unified around our purpose: We use the power of leading-edge science to save and improve lives around the world. For more than a century, we’ve been at the forefront of research, bringing forward medicines, vaccines and innovative health solutions for the world’s most challenging diseases."
58,Globus Baumarkt,3.1,"{'url': '/Reviews/Globus-Baumarkt-Reviews-E932977.htm', 'count': '56'}","{'url': '/Salary/Globus-Baumarkt-Salaries-E932977.htm', 'count': '--'}","{'url': '/Jobs/Globus-Baumarkt-Jobs-E932977.htm', 'count': '553'}",Saarland,5001 to 10000 Employees,Home Furniture & Housewares Stores,
59,Steil Gruppe,2.2,"{'url': '/Reviews/Steil-Gruppe-Reviews-E933368.htm', 'count': '2'}","{'url': '/Salary/Steil-Gruppe-Salaries-E933368.htm', 'count': '--'}","{'url': '/Jobs/Steil-Gruppe-Jobs-E933368.htm', 'count': '94'}",Saarland,501 to 1000 Employees,N/A,"Passing on and re- using material has been part of the economic circle of life for thousands of years. One person’s waste has always been raw material for someone else.

Based on this simple fact, an independent branch of industry has developed during the mid – 1900s. 

From the very beginning, one person has been a part of it:

Theo Steil

He founded a scrap – trading company in 1924.

The company received a fresh impulse when Heinrich Gondert took over business in 1964.The yards became larger and the machines became stronger.

Today, the small trading company has grown into a nation – wide operating group with its own recycling management and container service branches.

What has remained is our attitude:

We collect everything which is too good to be disposed of – we can do something better with it"
60,Autohaus Schmidt,3.0,"{'url': '/Reviews/Autohaus-Schmidt-Reviews-E1111744.htm', 'count': '1'}","{'url': '/Salary/Autohaus-Schmidt-Salaries-E1111744.htm', 'count': '--'}","{'url': '/Jobs/Autohaus-Schmidt-Jobs-E1111744.htm', 'count': '10'}",Saarland,Unknown,N/A,
61,Herzog & Bräuer Handels,3.4,"{'url': '/Reviews/Herzog-and-Br%C3%A4uer-Handels-Reviews-E2987162.htm', 'count': '3'}","{'url': '/Salary/Herzog-and-Br%C3%A4uer-Handels-Salaries-E2987162.htm', 'count': '--'}","{'url': '/Jobs/Herzog-and-Br%C3%A4uer-Handels-Jobs-E2987162.htm', 'count': '1'}",Saarland,Unknown,N/A,
62,Amazon,3.8,"{'url': '/Reviews/Amazon-Reviews-E6036.htm', 'count': '170.9K'}","{'url': '/Salary/Amazon-Salaries-E6036.htm', 'count': '203.3K'}","{'url': '/Jobs/Amazon-Jobs-E6036.htm', 'count': '9.6K'}",Saarland,10000+ Employees,Internet & Web Services,"All Amazon teams and businesses, from Prime delivery to AWS, are guided by four key tenets: customer obsession rather than competitor focus, passion for invention, commitment to operational excellence, and long-term thinking.  

We are driven by the excitement of building technologies, inventing products, and providing services that transform the way our customers live their lives and run their businesses."
63,Steag New Energies,3.0,"{'url': '/Reviews/Steag-New-Energies-Reviews-E933175.htm', 'count': '2'}","{'url': '/Salary/Steag-New-Energies-Salaries-E933175.htm', 'count': '1'}","{'url': '/Jobs/Steag-New-Energies-Jobs-E933175.htm', 'count': '--'}",Saarland,501 to 1000 Employees,N/A,
64,Zarth,2.0,"{'url': '/Reviews/Zarth-Reviews-E1097646.htm', 'count': '1'}","{'url': '/Salary/Zarth-Salaries-E1097646.htm', 'count': '--'}","{'url': '/Jobs/Zarth-Jobs-E1097646.htm', 'count': '--'}",Saarland,1 to 50 Employees,N/A,
65,p&p personal-partner,4.0,"{'url': '/Reviews/p-and-p-personal-partner-Reviews-E1287439.htm', 'count': '1'}","{'url': '/Salary/p-and-p-personal-partner-Salaries-E1287439.htm', 'count': '--'}","{'url': '/Jobs/p-and-p-personal-partner-Jobs-E1287439.htm', 'count': '--'}",Saarland,1 to 50 Employees,N/A,
66,Mahola Hôtesses,3.0,"{'url': '/Reviews/Mahola-H%C3%B4tesses-Reviews-E1299445.htm', 'count': '161'}","{'url': '/Salary/Mahola-H%C3%B4tesses-Salaries-E1299445.htm', 'count': '3'}","{'url': '/Jobs/Mahola-H%C3%B4tesses-Jobs-E1299445.htm', 'count': '87'}",Saarland,501 to 1000 Employees,HR Consulting,
67,Campusjäger,4.9,"{'url': '/Reviews/Campusj%C3%A4ger-Reviews-E1582072.htm', 'count': '20'}","{'url': '/Salary/Campusj%C3%A4ger-Salaries-E1582072.htm', 'count': '--'}","{'url': '/Jobs/Campusj%C3%A4ger-Jobs-E1582072.htm', 'count': '24K'}",Saarland,51 to 200 Employees,Internet & Web Services,
68,Selbstständig,4.4,"{'url': '/Reviews/Selbstst%C3%A4ndig-Reviews-E4402720.htm', 'count': '129'}","{'url': '/Salary/Selbstst%C3%A4ndig-Salaries-E4402720.htm', 'count': '1'}","{'url': '/Jobs/Selbstst%C3%A4ndig-Jobs-E4402720.htm', 'count': '--'}",Saarland,1 to 50 Employees,N/A,
69,Klinikum Saarbrücken,4.6,"{'url': '/Reviews/Klinikum-Saarbr%C3%BCcken-Reviews-E930574.htm', 'count': '3'}","{'url': '/Salary/Klinikum-Saarbr%C3%BCcken-Salaries-E930574.htm', 'count': '--'}","{'url': '/Jobs/Klinikum-Saarbr%C3%BCcken-Jobs-E930574.htm', 'count': '44'}",Saarland,1001 to 5000 Employees,Health Care Services & Hospitals,
70,Mercedes-Benz International,3.9,"{'url': '/Reviews/Mercedes-Benz-International-Reviews-E546577.htm', 'count': '3.4K'}","{'url': '/Salary/Mercedes-Benz-International-Salaries-E546577.htm', 'count': '917'}","{'url': '/Jobs/Mercedes-Benz-International-Jobs-E546577.htm', 'count': '148'}",Saarland,10000+ Employees,Vehicle Dealers,"Mercedes-Benz has a history of making history. Since the first car, Mercedes-Benz has set the pace for what all cars might someday become. With an ongoing stream of firsts in safety, performance and driving enjoyment, it's an ever more exciting roadmap to the future. And while there's a neverending roster of new achievements, there's only one reason the world's first automaker remains first in innovation. Carl Benz said it best: ""The love of inventing never dies.""  Mercedes-Benz Cars and Mercedes-Benz Vans are business units of Daimler AG."
71,Fit/One,2.2,"{'url': '/Reviews/Fit-One-Reviews-E2516472.htm', 'count': '17'}","{'url': '/Salary/Fit-One-Salaries-E2516472.htm', 'count': '--'}","{'url': '/Jobs/Fit-One-Jobs-E2516472.htm', 'count': '9'}",Saarland,51 to 200 Employees,N/A,
72,Pluscard,4.0,"{'url': '/Reviews/Pluscard-Reviews-E742502.htm', 'count': '1'}","{'url': '/Salary/Pluscard-Salaries-E742502.htm', 'count': '--'}","{'url': '/Jobs/Pluscard-Jobs-E742502.htm', 'count': '12'}",Saarland,201 to 500 Employees,Financial Transaction Processing,
73,Proserv,4.2,"{'url': '/Reviews/Proserv-Reviews-E596431.htm', 'count': '134'}","{'url': '/Salary/Proserv-Salaries-E596431.htm', 'count': '43'}","{'url': '/Jobs/Proserv-Jobs-E596431.htm', 'count': '16'}",Saarland,1001 to 5000 Employees,Energy & Utilities,"Proserv is the fresh alternative in global energy services. We are a technology-driven company providing product, services and bespoke solutions to clients across the drilling, production and decommissioning market sectors.

Our range of services help optimize the lifespan and performance of our clients’ assets to maximize production over the life of the field, at minimal cost. This life of field service approach extends through to the eventual decommissioning stage where we draw on our extensive and long-established engineering capabilities to support clients with their late-life and decommissioning challenges.

At the core of our offering, is our passion for solving problems and finding new, more efficient and more effective ways for our clients to operate. Proserv is a technology services company first and foremost and through ingenious simplicity we are helping deliver a more sustainable future for our clients, the Proserv Way"
74,NANO-X,2.4,"{'url': '/Reviews/NANO-X-Reviews-E5715404.htm', 'count': '3'}","{'url': '/Salary/NANO-X-Salaries-E5715404.htm', 'count': '1'}","{'url': '/Jobs/NANO-X-Jobs-E5715404.htm', 'count': '--'}",Saarland,1 to 50 Employees,N/A,
75,Colucci,3.6,"{'url': '/Reviews/Colucci-Reviews-E2711137.htm', 'count': '5'}","{'url': '/Salary/Colucci-Salaries-E2711137.htm', 'count': '1'}","{'url': '/Jobs/Colucci-Jobs-E2711137.htm', 'count': '--'}",Saarland,Unknown,N/A,
76,Corona Testzentrum,3.7,"{'url': '/Reviews/Corona-Testzentrum-Reviews-E7608783.htm', 'count': '3'}","{'url': '/Salary/Corona-Testzentrum-Salaries-E7608783.htm', 'count': '--'}","{'url': '/Jobs/Corona-Testzentrum-Jobs-E7608783.htm', 'count': '--'}",Saarland,1 to 50 Employees,N/A,
77,Nemak,4.0,"{'url': '/Reviews/Nemak-Reviews-E41229.htm', 'count': '561'}","{'url': '/Salary/Nemak-Salaries-E41229.htm', 'count': '229'}","{'url': '/Jobs/Nemak-Jobs-E41229.htm', 'count': '140'}",Saarland,10000+ Employees,Transportation Equipment Manufacturing,"Nemak is a leading provider of innovative lightweighting solutions for the global automotive industry, specializing in the development and manufacturing of aluminum components for powertrain and body structure applications. The company employs more than 23,000 people at 38 facilities worldwide, generating revenues of US$4.3 billion in 2016. 

Talent development, continuous investment in research, technological innovation, and a sustained growth are the stepping stones behind Nemak's global leadership in its segment."
78,Nestlé,4.1,"{'url': '/Reviews/Nestl%C3%A9-Reviews-E3492.htm', 'count': '13.9K'}","{'url': '/Salary/Nestl%C3%A9-Salaries-E3492.htm', 'count': '2.6K'}","{'url': '/Jobs/Nestl%C3%A9-Jobs-E3492.htm', 'count': '1.8K'}",Saarland,10000+ Employees,Food & Beverage Manufacturing,"As the world’s largest food and beverage company we are driven by a simple aim: enhancing quality of life and contributing to a healthier future. To deliver on this, we serve with passion, with a spirit of excellence, offering products and services for all stages of life, every moment of the day, helping people care for themselves and their families. Our culture is based on our values rooted in respect: respect for ourselves, respect for others, respect for diversity and respect for the future.

We can trace our origin back to 1866, when the first European condensed milk factory was opened in Cham, Switzerland, by the Anglo-Swiss Condensed Milk Company. One year later, Henri Nestlé, a trained pharmacist, launched one of the world’s first prepared infant cereals ‘Farine lactée’ in Vevey, Switzerland.

Today, we employ around 328,000 people and have factories or operations in almost every country in the world. With our headquarters still based in the Swiss town of Vevey, we had sales of CHF 89.5 billion in 2016.

Our portfolio covers almost every food and beverage category –offering products and services for all stages of life, every moment of the day, helping people care for themselves and their families."
79,Kettler,4.2,"{'url': '/Reviews/Kettler-Reviews-E934497.htm', 'count': '10'}","{'url': '/Salary/Kettler-Salaries-E934497.htm', 'count': '9'}","{'url': '/Jobs/Kettler-Jobs-E934497.htm', 'count': '--'}",Saarland,501 to 1000 Employees,Consumer Product Manufacturing,"Recognising and setting trends. For more than 60 years, Kettler has shaped the sports and leisure market with cutting-edge product solutions. Some of them have made history: With the world's first aluminium bike, in 1977 Kettler revolutionised the bicycle world, the ""Golf"" home trainer became Europe's most popular fitness equipment in the 1980s, generations of children and youths grew up with the KETTCAR and the first weatherproof table tennis table to this day stands for trend-setting functionality.
"
80,Global Retool Group,4.2,"{'url': '/Reviews/Global-Retool-Group-Reviews-E1303507.htm', 'count': '6'}","{'url': '/Salary/Global-Retool-Group-Salaries-E1303507.htm', 'count': '2'}","{'url': '/Jobs/Global-Retool-Group-Jobs-E1303507.htm', 'count': '28'}",Saarland,201 to 500 Employees,N/A,
81,eurodata,4.3,"{'url': '/Reviews/eurodata-Reviews-E1114213.htm', 'count': '5'}","{'url': '/Salary/eurodata-Salaries-E1114213.htm', 'count': '--'}","{'url': '/Jobs/eurodata-Jobs-E1114213.htm', 'count': '--'}",Saarland,201 to 500 Employees,Enterprise Software & Network Solutions,
82,pfm medical,3.4,"{'url': '/Reviews/pfm-medical-Reviews-E1287497.htm', 'count': '12'}","{'url': '/Salary/pfm-medical-Salaries-E1287497.htm', 'count': '9'}","{'url': '/Jobs/pfm-medical-Jobs-E1287497.htm', 'count': '20'}",Saarland,201 to 500 Employees,N/A,
83,IONOS,3.5,"{'url': '/Reviews/IONOS-Reviews-E688822.htm', 'count': '429'}","{'url': '/Salary/IONOS-Salaries-E688822.htm', 'count': '130'}","{'url': '/Jobs/IONOS-Jobs-E688822.htm', 'count': '5'}",Saarland,Unknown,N/A,"Your online business has been the core of our business for over 30 years!

IONOS is the web hosting and cloud partner for small and medium-sized businesses. We are experts in IaaS and offer a portfolio of solutions for the digital space. As the largest hosting company in Europe, we manage more than 8 million customer contracts and host over 12 million domains in our own regional data centers in the US and Europe.

We help entrepreneurs taking their first steps online, business owners scaling up, large companies and the partners who help them succeed. Whether building an online presence by securing a domain, building a website, moving back-office processes to the cloud, or orchestrating a container cluster, our comprehensive product range offers a best-in-class app, server or service.

Reliability and security are engineered into the core of our products. Our data center network delivers optimal performance and georedundancy. With headquarters in Germany, we rely on a solid mix of state-of-the-art technology, strong privacy policies and airtight data security.

Unique to the industry, we offer a dedicated customer service agent to every customer. Your own personal consultant will take the time to get to know you and your business, helping you make the most of your online presence. World-class customer support through a single point of contact is yours at no extra cost.

You deserve nothing less than the latest technologies at a great price and in terms that are easy to understand. The best contract is flexible and doesn’t require a team of legal experts, so we’ve tried to make our product offerings and prices as transparent as possible. Helping to make you a success online is our gain — ensuring that you’ve got time for other more important things is our goal."
